 "subject" , "catalog" , "count" ,
 "BIOL" , "850" , "10" ,
 "BIOL" , "890" , "4" ,
 "BIOP" , "393" , "3" ,
 "BIOP" , "493" , "5" ,
 "BIOP" , "495" , "7" ,
 "BIOP" , "497" , "4" ,
 "BIOP" , "499" , "2" ,
 "BIOP" , "597" , "3" ,
 "BIOP" , "599" , "3" ,
 "BLDG" , "212" , "8" ,
 "BLDG" , "341" , "4" ,
 "BLDG" , "365" , "13" ,
 "BLDG" , "366" , "21" ,
 "BLDG" , "371" , "5" ,
 "BLDG" , "390" , "16" ,
 "BLDG" , "432" , "10" ,
 "BLDG" , "463" , "6" ,
 "BLDG" , "465" , "3" ,
 "BLDG" , "471" , "12" ,
 "BLDG" , "472" , "6" ,
 "BLDG" , "473" , "3" ,
 "BLDG" , "474" , "5" ,
 "BLDG" , "475" , "4" ,
 "BLDG" , "476" , "13" ,
 "BLDG" , "478" , "9" ,
 "BLDG" , "479" , "4" ,
 "BLDG" , "480" , "5" ,
 "BLDG" , "481" , "10" ,
 "BLDG" , "482" , "8" ,
 "BLDG" , "484" , "1" ,
 "BLDG" , "490" , "5" ,
 "BLDG" , "490A" , "2" ,
 "BLDG" , "490B" , "6" ,
 "BLDG" , "492" , "5" ,
 "BLDG" , "493" , "1" ,
 "BLDG" , "498" , "7" ,
 "BLDG" , "690" , "5" ,
 "BLDG" , "691" , "4" ,
 "BLDG" , "769" , "4" ,
 "BLDG" , "779" , "8" ,
 "BLDG" , "789" , "3" ,
 "BLDG" , "6061" , "4" ,
 "BLDG" , "6071" , "10" ,
 "BLDG" , "6111" , "3" ,
 "BLDG" , "6241" , "3" ,
 "BLDG" , "6541" , "8" ,
 "BLDG" , "6561" , "7" ,
 "BLDG" , "6571" , "8" ,
 "BLDG" , "6581" , "2" ,
 "BLDG" , "6591" , "11" ,
 "BLDG" , "6601" , "5" ,
 "BLDG" , "6611" , "4" ,
 "BLDG" , "6621" , "9" ,
 "BLDG" , "6631" , "3" ,
 "BLDG" , "6641" , "4" ,
 "BLDG" , "6651" , "3" ,
 "BLDG" , "6671" , "3" ,
 "BLDG" , "6701" , "5" ,
 "BLDG" , "6721" , "10" ,
 "BLDG" , "6731" , "4" ,
 "BLDG" , "6741" , "5" ,
 "BLDG" , "6751" , "6" ,
 "BLDG" , "6781" , "10" ,
 "BLDG" , "6791" , "1" ,
 "BLDG" , "6801" , "2" ,
 "BLDG" , "6811" , "5" ,
 "BLDG" , "6821" , "4" ,
 "BLDG" , "6831" , "8" ,
 "BLDG" , "6851" , "5" ,
 "BLDG" , "6861" , "6" ,
 "BLDG" , "6921" , "4" ,
 "BLDG" , "6931" , "4" ,
 "BLDG" , "6951" , "2" ,
 "BLDG" , "7601" , "6" ,
 "BLDG" , "7811" , "2" ,
 "BLDG" , "7831" , "5" ,
 "BLDG" , "7841" , "12" ,
 "BLDG" , "7861" , "4" ,
 "BLDG" , "7871" , "4" ,
 "BSTA" , "378" , "15" ,
 "BSTA" , "445" , "7" ,
 "BSTA" , "450" , "3" ,
 "BSTA" , "477" , "1" ,
 "BSTA" , "478" , "5" ,
 "BSTA" , "645" , "5" ,
 "BSTA" , "677" , "3" ,
 "BSTA" , "678" , "4" ,
 "BTM" , "200" , "5" ,
 "BTM" , "380" , "4" ,
 "BTM" , "382" , "6" ,
 "BTM" , "387" , "4" ,
 "BTM" , "395" , "5" ,
 "BTM" , "430" , "7" ,
 "BTM" , "440" , "6" ,
 "BTM" , "480" , "3" ,
 "BTM" , "481" , "3" ,
 "BTM" , "490" , "3" ,
 "BTM" , "495" , "6" ,
 "BTM" , "496" , "7" ,
 "BTM" , "633" , "6" ,
 "BTM" , "660" , "3" ,
 "BTM" , "695" , "6" ,
 "CART" , "210" , "5" ,
 "CART" , "211" , "2" ,
 "CART" , "212" , "5" ,
 "CART" , "214" , "5" ,
 "CART" , "215" , "5" ,
 "CART" , "253" , "6" ,
 "CART" , "255" , "9" ,
 "CART" , "263" , "3" ,
 "CART" , "310" , "6" ,
 "CART" , "312" , "2" ,
 "CART" , "315" , "8" ,
 "CART" , "345" , "10" ,
 "CART" , "346" , "3" ,
 "CART" , "351" , "3" ,
 "CART" , "353" , "3" ,
 "CART" , "355" , "7" ,
 "CART" , "356" , "5" ,
 "CART" , "357" , "2" ,
 "CART" , "358" , "6" ,
 "CART" , "360" , "3" ,
 "CART" , "361" , "3" ,
 "CART" , "362" , "1" ,
 "CART" , "370" , "4" ,
 "CART" , "398" , "5" ,
 "CART" , "410" , "5" ,
 "CART" , "411" , "4" ,
 "CART" , "412" , "6" ,
 "CART" , "415" , "3" ,
 "CART" , "416" , "5" ,
 "CART" , "433" , "3" ,
 "CART" , "434" , "6" ,
 "CART" , "444" , "6" ,
 "CART" , "451" , "8" ,
 "CART" , "454" , "6" ,
 "CART" , "455" , "6" ,
 "CART" , "456" , "7" ,
 "CART" , "457" , "5" ,
 "CART" , "458" , "6" ,
 "CART" , "459" , "5" ,
 "CART" , "460" , "3" ,
 "CART" , "461" , "3" ,
 "CART" , "498" , "4" ,
 "CART" , "499" , "8" ,
 "CATA" , "262" , "7" ,
 "CATA" , "263" , "4" ,
 "CATA" , "337" , "8" ,
 "CATA" , "339" , "8" ,
 "CATA" , "348" , "10" ,
 "CATA" , "365" , "3" ,
 "CATA" , "390" , "9" ,
 "CATA" , "437" , "10" ,
 "CATA" , "439" , "8" ,
 "CATA" , "441" , "8" ,
 "CATA" , "447" , "4" ,
 "CATA" , "462" , "10" ,
 "CATA" , "475" , "7" ,
 "CATA" , "480" , "6" ,
 "CATA" , "485" , "9" ,
 "CATA" , "495" , "7" ,
 "CATS" , "210" , "6" ,
 "CATS" , "609" , "4" ,
 "CATS" , "610" , "5" ,
 "CATS" , "611" , "4" ,
 "CATS" , "631" , "2" ,
 "CATS" , "636" , "4" ,
 "CATS" , "637" , "4" ,
 "CATS" , "638" , "5" ,
 "CATS" , "639" , "6" ,
 "CATS" , "641" , "4" ,
 "CATS" , "643" , "4" ,
 "CATS" , "689" , "3" ,
 "CATS" , "691" , "3" ,
 "CATS" , "698" , "6" ,
 "CATS" , "699" , "2" ,
 "CDNS" , "299" , "3" ,
 "CDNS" , "320" , "10" ,
 "CEBD" , "1100" , "6" ,
 "CEBD" , "1101" , "2" ,
 "CEBD" , "1150" , "4" ,
 "CEBD" , "1151" , "4" ,
 "CEBD" , "1160" , "2" ,
 "CEBD" , "1200" , "6" ,
 "CEBD" , "1251" , "2" ,
 "CEBD" , "1260" , "5" ,
 "CEBD" , "1261" , "5" ,
 "CEBD" , "1300" , "5" ,
 "CEBD" , "420PT" , "4" ,
 "CEBU" , "1150" , "8" ,
 "CEBU" , "1160" , "6" ,
 "CEBU" , "1170" , "4" ,
 "CEBU" , "1180" , "9" ,
 "CEBU" , "MOD6A" , "3" ,
 "CECD" , "219" , "7" ,
 "CECD" , "329" , "4" ,
 "CECD" , "459" , "8" ,
 "CECD" , "559" , "3" ,
 "CECM" , "200" , "5" ,
 "CECM" , "300" , "3" ,
 "CECR" , "1001" , "4" ,
 "CECR" , "1002" , "3" ,
 "CECR" , "1003" , "1" ,
 "CECR" , "1101" , "4" ,
 "CECR" , "1102" , "3" ,
 "CECR" , "1103" , "2" ,
 "CECR" , "1201" , "4" ,
 "CECR" , "1202" , "5" ,
 "CECR" , "1203" , "5" ,
 "CEDP" , "110" , "6" ,
 "CEDP" , "150" , "4" ,
 "CEDP" , "155" , "6" ,
 "CEDP" , "170" , "7" ,
 "CEDP" , "210" , "9" ,
 "CEDP" , "250" , "4" ,
 "CEDP" , "255" , "10" ,
 "CEDP" , "270" , "2" ,
 "CEDP" , "365" , "5" ,
 "CEDP" , "380" , "6" ,
 "CEEI" , "210" , "2" ,
 "CEEI" , "310" , "6" ,
 "CEEI" , "410" , "9" ,
 "CEEI" , "510" , "4" ,
 "CEEI" , "610" , "6" ,
 "CEEI" , "710" , "4" ,
 "CEEI" , "810" , "4" ,
 "CEEN" , "166" , "5" ,
 "CEEN" , "167" , "4" ,
 "CEEN" , "168" , "11" ,
 "CEEN" , "170" , "8" ,
 "CEEN" , "171" , "8" ,
 "CEEN" , "172" , "4" ,
 "CEFR" , "125" , "8" ,
 "CEFR" , "125GC" , "6" ,
 "CEFR" , "225" , "10" ,
 "CEFR" , "225GC" , "9" ,
 "CEFR" , "25" , "1" ,
 "CEFR" , "325" , "9" ,
 "CEFR" , "425" , "4" ,
 "CEFR" , "475" , "7" ,
 "CEFR" , "525" , "11" ,
 "CEFR" , "575" , "7" ,
 "CEFR" , "625" , "4" ,
 "CEFR" , "700PA" , "6" ,
 "CEFR" , "701" , "7" ,
 "CEFR" , "702" , "7" ,
 "CEHR" , "1150" , "11" ,
 "CEHR" , "1240" , "8" ,
 "CEHR" , "1250" , "12" ,
 "CEHR" , "1350" , "10" ,
 "CEJN" , "110" , "6" ,
 "CEJN" , "116" , "4" ,
 "CEJN" , "118" , "7" ,
 "CEJN" , "120" , "9" ,
 "CEJN" , "122" , "4" ,
 "CEJN" , "126" , "3" ,
 "CEJN" , "134" , "5" ,
 "CEJN" , "136" , "3" ,
 "CEJN" , "144" , "6" ,
 "CEJV" , "416" , "5" ,
 "CEJV" , "559" , "11" ,
 "CEJV" , "569" , "8" ,
 "CEJV" , "659" , "7" ,
 "CEJV" , "669" , "5" ,
 "CELD" , "1100" , "3" ,
 "CELD" , "1200" , "3" ,
 "CELD" , "1300" , "7" ,
 "CELD" , "1400" , "3" ,
 "CELD" , "1500" , "8" ,
 "CEMK" , "175" , "7" ,
 "CEMK" , "1150" , "9" ,
 "CENT" , "1004B" , "3" ,
 "CENT" , "1100" , "2" ,
 "CENT" , "1200" , "6" ,
 "CENT" , "1300" , "2" ,
 "CENT" , "1400" , "4" ,
 "CENT" , "1500" , "6" ,
 "CENT" , "1600" , "4" ,
 "CENT" , "1700" , "3" ,
 "CENT" , "1800" , "4" ,
 "CEPD" , "400" , "3" ,
 "CEPD" , "950" , "3" ,
 "CEPD" , "8000" , "8" ,
 "CEPD" , "8001" , "7" ,
 "CEPD" , "8002" , "6" ,
 "CEPD" , "8003" , "7" ,
 "CEPD" , "8004" , "1" ,
 "CEPH" , "109" , "5" ,
 "CEPH" , "209" , "4" ,
 "CEPH" , "210" , "3" ,
 "CEPH" , "219" , "4" ,
 "CEPH" , "220" , "2" ,
 "CEPH" , "235" , "5" ,
 "CEPH" , "249" , "6" ,
 "CEPH" , "419" , "3" ,
 "CEPH" , "455" , "2" ,
 "CEPH" , "465" , "8" ,
 "CEPH" , "550" , "2" ,
 "CEPH" , "555" , "8" ,
 "CEPR" , "105" , "3" ,
 "CEPR" , "115" , "7" ,
 "CEPR" , "125" , "6" ,
 "CEPR" , "135" , "9" ,
 "CEPR" , "210" , "4" ,
 "CEPR" , "225" , "5" ,
 "CEPS" , "1001E" , "5" ,
 "CEPS" , "1001EO" , "4" ,
 "CEPS" , "1011E" , "6" ,
 "CEPS" , "1011EO" , "6" ,
 "CEPS" , "1011F" , "6" ,
 "CEPS" , "1012E" , "2" ,
 "CEPS" , "1012EO" , "7" ,
 "CEPS" , "1024E" , "2" ,
 "CEPS" , "1024EO" , "11" ,
 "CEPS" , "1026E" , "3" ,
 "CEPS" , "1029E" , "7" ,
 "CEPS" , "1029EO" , "5" ,
 "CEPS" , "1030E" , "5" ,
 "CEPS" , "1030EO" , "4" ,
 "CEPS" , "1031E" , "9" ,
 "CEPS" , "1031EO" , "3" ,
 "CEPS" , "1032E" , "6" ,
 "CEPS" , "1032EO" , "6" ,
 "CEPS" , "1037E" , "1" ,
 "CEPS" , "1038EO" , "2" ,
 "CEPS" , "1071E" , "5" ,
 "CEPS" , "1072E" , "5" ,
 "CEPS" , "1073E" , "12" ,
 "CEPS" , "1073EO" , "2" ,
 "CEPS" , "1078F" , "7" ,
 "CEPS" , "1079EO" , "4" ,
 "CEPS" , "1079F" , "5" ,
 "CEPS" , "1081E" , "7" ,
 "CEPS" , "1081EO" , "8" ,
 "CEPS" , "1084E" , "4" ,
 "CEPS" , "1084EO" , "3" ,
 "CEPS" , "1085E" , "7" ,
 "CEPS" , "1085EO" , "2" ,
 "CEPS" , "1087E" , "6" ,
 "CEPS" , "1087EO" , "6" ,
 "CEPS" , "1092E" , "3" ,
 "CEPS" , "1094E" , "7" ,
 "CEPS" , "1094EO" , "3" ,
 "CEPS" , "1096E" , "4" ,
 "CEPS" , "1097E" , "2" ,
 "CEPS" , "1097EO" , "6" ,
 "CEPS" , "1098E" , "12" ,
 "CEPS" , "1098EO" , "5" ,
 "CEPS" , "1099E" , "5" ,
 "CEPS" , "1099EO" , "5" ,
 "CEPS" , "1100E" , "4" ,
 "CEPS" , "1100EO" , "7" ,
 "CEPS" , "1101E" , "8" ,
 "CEPS" , "1101EO" , "6" ,
 "CEPS" , "1102E" , "3" ,
 "CEPS" , "1102EO" , "8" ,
 "CEPS" , "1103E" , "5" ,
 "CEPS" , "1103EO" , "2" ,
 "CEPS" , "1104E" , "4" ,
 "CEPS" , "1104EO" , "6" ,
 "CEPS" , "1105EO" , "6" ,
 "CEPS" , "1106EO" , "4" ,
 "CEPS" , "1107EO" , "6" ,
 "CEPS" , "1108EO" , "4" ,
 "CEPS" , "1109EO" , "3" ,
 "CEPS" , "1110EO" , "4" ,
 "CEPS" , "1111EO" , "6" ,
 "CEPS" , "1112EO" , "5" ,
 "CEPS" , "1113EO" , "4" ,
 "CEPS" , "1114EO" , "10" ,
 "CEPS" , "1115EO" , "6" ,
 "CEPS" , "1116EO" , "4" ,
 "CEPS" , "1117EO" , "6" ,
 "CEPS" , "1118EO" , "4" ,
 "CEPS" , "1119EO" , "7" ,
 "CEPS" , "1120EO" , "2" ,
 "CEPS" , "1121EO" , "4" ,
 "CEPS" , "1122EO" , "3" ,
 "CEPS" , "1123EO" , "10" ,
 "CEPS" , "1124EO" , "4" ,
 "CEPS" , "1125EO" , "4" ,
 "CEPS" , "1126EO" , "8" ,
 "CEPS" , "1127EO" , "4" ,
 "CEPS" , "9999E" , "3" ,
 "CERA" , "201" , "6" ,
 "CERA" , "230" , "1" ,
 "CERA" , "330" , "8" ,
 "CERA" , "391" , "6" ,
 "CERA" , "392" , "6" ,
 "CERA" , "398" , "3" ,
 "CERA" , "399" , "3" ,
 "CERA" , "430" , "5" ,
 "CERA" , "450" , "1" ,
 "CERA" , "451" , "7" ,
 "CERA" , "452" , "3" ,
 "CERA" , "498" , "3" ,
 "CERA" , "499" , "4" ,
 "CESF" , "109" , "3" ,
 "CESF" , "209" , "4" ,
 "CESF" , "309" , "5" ,
 "CESF" , "409" , "5" ,
 "CESF" , "509" , "4" ,
 "CEWD" , "229" , "7" ,
 "CEWD" , "319" , "5" ,
 "CEWD" , "365" , "3" ,
 "CEWD" , "419" , "2" ,
 "CEWD" , "429" , "5" ,
 "CEWP" , "215" , "6" ,
 "CEWP" , "329" , "1" ,
 "CEWP" , "339" , "7" ,
 "CEWP" , "410" , "4" ,
 "CEWP" , "410PT" , "9" ,
 "CEWP" , "459" , "4" ,
 "CEWP" , "559" , "1" ,
 "CEWP" , "MOD1" , "4" ,
 "CEWP" , "MOD2" , "7" ,
 "CEWP" , "MOD3" , "7" ,
 "CEWP" , "MOD4" , "6" ,
 "CEWP" , "MOD4B" , "5" ,
 "CEWP" , "MOD5" , "3" ,
 "CEWP" , "MOD5B" , "5" ,
 "CHEM" , "203" , "7" ,
 "CHEM" , "204" , "4" ,
 "CHEM" , "205" , "13" ,
 "CHEM" , "206" , "7" ,
 "CHEM" , "208" , "10" ,
 "CHEM" , "209" , "6" ,
 "CHEM" , "212" , "6" ,
 "CHEM" , "217" , "6" ,
 "CHEM" , "218" , "12" ,
 "CHEM" , "221" , "7" ,
 "CHEM" , "222" , "6" ,
 "CHEM" , "234" , "13" ,
 "CHEM" , "235" , "8" ,
 "CHEM" , "241" , "9" ,
 "CHEM" , "242" , "12" ,
 "CHEM" , "271" , "10" ,
 "CHEM" , "293" , "7" ,
 "CHEM" , "298" , "8" ,
 "CHEM" , "312" , "12" ,
 "CHEM" , "324" , "16" ,
 "CHEM" , "325" , "11" ,
 "CHEM" , "333" , "5" ,
 "CHEM" , "335" , "10" ,
 "CHEM" , "341" , "7" ,
 "CHEM" , "375" , "12" ,
 "CHEM" , "392" , "2" ,
 "CHEM" , "398" , "6" ,
 "CHEM" , "415" , "4" ,
 "CHEM" , "419" , "7" ,
 "CHEM" , "422" , "2" ,
 "CHEM" , "423" , "4" ,
 "CHEM" , "424" , "5" ,
 "CHEM" , "425" , "5" ,
 "CHEM" , "426" , "4" ,
 "CHEM" , "427" , "4" ,
 "CHEM" , "431" , "7" ,
 "CHEM" , "432" , "4" ,
 "CHEM" , "436" , "11" ,
 "CHEM" , "437" , "9" ,
 "CHEM" , "441" , "3" ,
 "CHEM" , "443" , "5" ,
 "CHEM" , "450" , "8" ,
 "CHEM" , "451" , "7" ,
 "CHEM" , "458" , "7" ,
 "CHEM" , "470" , "3" ,
 "CHEM" , "471" , "3" ,
 "CHEM" , "472" , "1" ,
 "CHEM" , "475" , "5" ,
 "CHEM" , "476" , "3" ,
 "CHEM" , "477" , "13" ,
 "CHEM" , "481" , "7" ,
 "CHEM" , "494" , "5" ,
 "CHEM" , "495" , "7" ,
 "CHEM" , "498" , "1" ,
 "CHEM" , "581" , "6" ,
 "CHEM" , "582" , "6" ,
 "CHEM" , "583" , "8" ,
 "CHEM" , "610" , "2" ,
 "CHEM" , "612" , "3" ,
 "CHEM" , "614" , "5" ,
 "CHEM" , "615" , "7" ,
 "CHEM" , "617" , "4" ,
 "CHEM" , "618" , "5" ,
 "CHEM" , "620Y" , "3" ,
 "CHEM" , "621" , "6" ,
 "CHEM" , "623" , "8" ,
 "CHEM" , "625" , "3" ,
 "CHEM" , "626" , "5" ,
 "CHEM" , "627" , "11" ,
 "CHEM" , "630" , "7" ,
 "CHEM" , "631" , "6" ,
 "CHEM" , "635" , "9" ,
 "CHEM" , "637" , "7" ,
 "CHEM" , "640" , "8" ,
 "CHEM" , "643" , "4" ,
 "CHEM" , "645" , "7" ,
 "CHEM" , "647" , "3" ,
 "CHEM" , "650" , "6" ,
 "CHEM" , "651" , "5" ,
 "CHEM" , "655" , "6" ,
 "CHEM" , "658" , "6" ,
 "CHEM" , "666" , "5" ,
 "CHEM" , "667" , "5" ,
 "CHEM" , "668" , "5" ,
 "CHEM" , "670" , "5" ,
 "CHEM" , "675" , "6" ,
 "CHEM" , "676" , "3" ,
 "CHEM" , "677" , "5" ,
 "CHEM" , "678" , "3" ,
 "CHEM" , "690" , "3" ,
 "CHEM" , "855" , "4" ,
 "CHEM" , "856" , "4" ,
 "CHEM" , "896" , "5" ,
 "CHEZ" , "208" , "10" ,
 "CHME" , "6011" , "7" ,
 "CHME" , "6021" , "4" ,
 "CHME" , "6031" , "1" ,
 "CHME" , "6041" , "8" ,
 "CHME" , "6061" , "5" ,
 "CHME" , "6071" , "7" ,
 "CHME" , "6081" , "6" ,
 "CHME" , "6101" , "3" ,
 "CHME" , "6111" , "5" ,
 "CHME" , "6121" , "7" ,
 "CHME" , "6131" , "5" ,
 "CHME" , "6911" , "7" ,
 "CHST" , "600" , "6" ,
 "CHST" , "603" , "5" ,
 "CHST" , "605" , "9" ,
 "CHST" , "606" , "8" ,
 "CHST" , "607" , "10" ,
 "CHST" , "608" , "7" ,
 "CHST" , "614" , "5" ,
 "CHST" , "620" , "1" ,
 "CHST" , "622" , "5" ,
 "CHST" , "624" , "6" ,
 "CHST" , "625" , "8" ,
 "CHST" , "630" , "4" ,
 "CHST" , "632" , "7" ,
 "CHST" , "635" , "2" ,
 "CHST" , "640" , "5" ,
 "CHST" , "645" , "4" ,
 "CHST" , "650" , "9" ,
 "CHST" , "655" , "7" ,
 "CHST" , "665" , "7" ,
 "CHST" , "675" , "5" ,
 "CHST" , "680" , "4" ,
 "CHST" , "681" , "1" ,
 "CHST" , "693" , "2" ,
 "CHST" , "695" , "5" ,
 "CHST" , "696" , "3" ,
 "CHST" , "697" , "5" ,
 "CHST" , "698" , "4" ,
 "CHST" , "698B" , "1" ,
 "CHST" , "698C" , "6" ,
 "CINE" , "420" , "5" ,
 "CINE" , "421" , "5" ,
 "CINE" , "440" , "7" ,
 "CINE" , "450" , "4" ,
 "CINE" , "451" , "5" ,
 "CIVI" , "212" , "8" ,
 "CIVI" , "231" , "5" ,
 "CIVI" , "321" , "27" ,
 "CIVI" , "341" , "2" ,
 "CIVI" , "361" , "12" ,
 "CIVI" , "372" , "6" ,
 "CIVI" , "381" , "17" ,
 "CIVI" , "382" , "8" ,
 "CIVI" , "390" , "12" ,
 "CIVI" , "432" , "17" ,
 "CIVI" , "435" , "3" ,
 "CIVI" , "437" , "6" ,
 "CIVI" , "453" , "17" ,
 "CIVI" , "454" , "14" ,
 "CIVI" , "464" , "3" ,
 "CIVI" , "465" , "10" ,
 "CIVI" , "466" , "5" ,
 "CIVI" , "467" , "4" ,
 "CIVI" , "468" , "4" ,
 "CIVI" , "469" , "11" ,
 "CIVI" , "471" , "10" ,
 "CIVI" , "474" , "6" ,
 "CIVI" , "483" , "13" ,
 "CIVI" , "484" , "16" ,
 "CIVI" , "490" , "5" ,
 "CIVI" , "498" , "14" ,
 "CIVI" , "690" , "5" ,
 "CIVI" , "691" , "9" ,
 "CIVI" , "692" , "1" ,
 "CIVI" , "758" , "3" ,
 "CIVI" , "790" , "3" ,
 "CIVI" , "6001" , "11" ,
 "CIVI" , "6011" , "3" ,
 "CIVI" , "6021" , "8" ,
 "CIVI" , "6031" , "3" ,
 "CIVI" , "6051" , "2" ,
 "CIVI" , "6061" , "6" ,
 "CIVI" , "6071" , "3" ,
 "CIVI" , "6101" , "1" ,
 "CIVI" , "6301" , "7" ,
 "CIVI" , "6331" , "9" ,
 "CIVI" , "6381" , "2" ,
 "CIVI" , "6401" , "6" ,
 "CIVI" , "6411" , "7" ,
 "CIVI" , "6441" , "5" ,
 "CIVI" , "6451" , "6" ,
 "CIVI" , "6461" , "6" ,
 "CIVI" , "6481" , "4" ,
 "CIVI" , "6491" , "12" ,
 "CIVI" , "6501" , "1" ,
 "CIVI" , "6511" , "3" ,
 "CIVI" , "6521" , "5" ,
 "CIVI" , "6531" , "4" ,
 "CIVI" , "6541" , "3" ,
 "CIVI" , "6601" , "7" ,
 "CIVI" , "6611" , "9" ,
 "CIVI" , "6621" , "4" ,
 "CIVI" , "6631" , "2" ,
 "CIVI" , "6641" , "2" ,
 "CIVI" , "6651" , "3" ,
 "CIVI" , "6661" , "5" ,
 "CIVI" , "6671" , "5" ,
 "CIVI" , "6681" , "5" ,
 "CIVI" , "6691" , "3" ,
 "CIVI" , "6711" , "5" ,
 "CIVI" , "7001" , "5" ,
 "CIVI" , "7111" , "3" ,
 "CIVI" , "7311" , "6" ,
 "CIVI" , "7401" , "4" ,
 "CIVI" , "7901" , "5" ,
 "CLAS" , "201" , "6" ,
 "CLAS" , "202" , "8" ,
 "CLAS" , "203" , "6" ,
 "CLAS" , "204" , "6" ,
 "CLAS" , "210" , "3" ,
 "CLAS" , "211" , "10" ,
 "CLAS" , "212" , "4" ,
 "CLAS" , "220" , "2" ,
 "CLAS" , "222" , "5" ,
 "CLAS" , "230" , "5" ,
 "CLAS" , "240" , "5" ,
 "CLAS" , "242" , "4" ,
 "CLAS" , "260" , "4" ,
 "CLAS" , "261" , "7" ,
 "CLAS" , "262" , "5" ,
 "CLAS" , "263" , "6" ,
 "CLAS" , "264" , "7" ,
 "CLAS" , "265" , "3" ,
 "CLAS" , "266" , "11" ,
 "CLAS" , "267" , "4" ,
 "CLAS" , "280" , "17" ,
 "CLAS" , "290" , "8" ,
 "CLAS" , "298" , "7" ,
 "CLAS" , "320" , "2" ,
 "CLAS" , "321" , "5" ,
 "CLAS" , "322" , "7" ,
 "CLAS" , "330" , "1" ,
 "CLAS" , "341" , "10" ,
 "CLAS" , "343" , "6" ,
 "CLAS" , "353" , "3" ,
 "CLAS" , "363" , "4" ,
 "CLAS" , "364" , "3" ,
 "CLAS" , "365" , "6" ,
 "CLAS" , "369" , "4" ,
 "CLAS" , "370" , "2" ,
 "CLAS" , "371" , "5" ,
 "CLAS" , "383" , "3" ,
 "CLAS" , "384" , "8" ,
 "CLAS" , "391" , "9" ,
 "CLAS" , "392" , "7" ,
 "CLAS" , "398" , "3" ,
 "CLAS" , "410" , "4" ,
 "CLAS" , "411" , "5" ,
 "CLAS" , "420" , "4" ,
 "CLAS" , "421" , "4" ,
 "CLAS" , "450" , "2" ,
 "CLAS" , "451" , "8" ,
 "CLAS" , "460" , "2" ,
 "CLAS" , "470" , "9" ,
 "CLAS" , "471" , "4" ,
 "CLAS" , "480" , "7" ,
 "CLAS" , "481" , "2" ,
 "CLAS" , "490" , "5" ,
 "CLAS" , "498" , "5" ,
 "CLAZ" , "266" , "11" ,
 "CMUS" , "498" , "5" ,
 "COEN" , "212" , "19" ,
 "COEN" , "231" , "10" ,
 "COEN" , "243" , "11" ,
 "COEN" , "244" , "10" ,
 "COEN" , "311" , "11" ,
 "COEN" , "313" , "14" ,
 "COEN" , "315" , "10" ,
 "COEN" , "316" , "12" ,
 "COEN" , "317" , "22" ,
 "COEN" , "320" , "13" ,
 "COEN" , "345" , "17" ,
 "COEN" , "346" , "14" ,
 "COEN" , "352" , "10" ,
 "COEN" , "390" , "7" ,
 "COEN" , "413" , "5" ,
 "COEN" , "421" , "12" ,
 "COEN" , "422" , "7" ,
 "COEN" , "424" , "7" ,
 "COEN" , "432" , "3" ,
 "COEN" , "433" , "6" ,
 "COEN" , "434" , "5" ,
 "COEN" , "445" , "11" ,
 "COEN" , "446" , "7" ,
 "COEN" , "447" , "3" ,
 "COEN" , "451" , "12" ,
 "COEN" , "490" , "5" ,
 "COEN" , "498" , "5" ,
 "COEN" , "691" , "3" ,
 "COEN" , "6211" , "5" ,
 "COEN" , "6311" , "5" ,
 "COEN" , "6312" , "4" ,
 "COEN" , "6313" , "6" ,
 "COEN" , "6321" , "1" ,
 "COEN" , "6331" , "5" ,
 "COEN" , "6341" , "6" ,
 "COEN" , "6511" , "2" ,
 "COEN" , "6521" , "3" ,
 "COEN" , "6531" , "4" ,
 "COEN" , "6541" , "4" ,
 "COEN" , "6551" , "4" ,
 "COEN" , "6561" , "5" ,
 "COEN" , "6711" , "1" ,
 "COEN" , "6741" , "1" ,
 "COEN" , "7311" , "4" ,
 "COEN" , "7741" , "2" ,
 "COMM" , "205" , "5" ,
 "COMM" , "210" , "10" ,
 "COMM" , "212" , "5" ,
 "COMM" , "215" , "8" ,
 "COMM" , "217" , "8" ,
 "COMM" , "220" , "3" ,
 "COMM" , "222" , "9" ,
 "COMM" , "223" , "2" ,
 "COMM" , "225" , "4" ,
 "COMM" , "226" , "5" ,
 "COMM" , "299" , "2" ,
 "COMM" , "305" , "6" ,
 "COMM" , "308" , "3" ,
 "COMM" , "315" , "4" ,
 "COMM" , "320" , "7" ,
 "COMM" , "401" , "5" ,
 "COMM" , "499" , "6" ,
 "COMM" , "610" , "4" ,
 "COMP" , "108" , "3" ,
 "COMP" , "201" , "6" ,
 "COMP" , "208" , "4" ,
 "COMP" , "218" , "11" ,
 "COMP" , "228" , "25" ,
 "COMP" , "232" , "4" ,
 "COMP" , "233" , "8" ,
 "COMP" , "248" , "14" ,
 "COMP" , "249" , "22" ,
 "COMP" , "326" , "7" ,
 "COMP" , "333" , "4" ,
 "COMP" , "335" , "14" ,
 "COMP" , "339" , "7" ,
 "COMP" , "345" , "9" ,
 "COMP" , "346" , "21" ,
 "COMP" , "348" , "11" ,
 "COMP" , "352" , "5" ,
 "COMP" , "353" , "7" ,
 "COMP" , "354" , "7" ,
 "COMP" , "361" , "9" ,
 "COMP" , "367" , "3" ,
